********************************************************************
*                                                                  *
* Surface Mount Top Report                                         *
*                                                                  *
* D:\UTENTI\00.CAD\00.PROGETTI\METALTRONICA\22-302-0\22-302-0.MAX  *
* Mon Jan 30 13:00:08 2023                                         *
*                                                                  *
********************************************************************

 REF DES    VALUE            PACKAGE          FOOTPRINT                      X INSERT   Y INSERT   ROTATION
------------------------------------------------------------------------------------------------------------
282                                          02.RIF-MONT-SMD                 -109.22..  5.72 mm   0       
R3         2k2              R1206            SMD1206                         -55.25 mm  4.45 mm   90      
R4         330              R0603            SMD0603                         -59.06 mm  2.54 mm   270     
R5         120              R0603            SMD0603                         -62.85 mm  2.54 mm   270     
R11        220              R0603            SMD0603                         -46.36 mm  28.58 mm  270     
R15        560              R0603            SMD0603                         -25.40 mm  25.40 mm  270     
R16        1K               R0603            SMD0603                         -21.59 mm  25.40 mm  270     
R17        680              R0603            SMD0603                         -16.51 mm  16.51 mm  270     
R18        1k               R0603            SMD0603                         1.27 mm    28.58 mm  270     
R19        270              R0603            SMD0603                         -13.97 mm  28.58 mm  90      
R20        330              R0603            SMD0603                         1.27 mm    16.51 mm  270     
R21        680              R0603            SMD0603                         -12.70 mm  16.51 mm  270     
R22        270              R0603            SMD0603                         -10.16 mm  28.58 mm  90      
R23        680              R0603            SMD0603                         -8.89 mm   16.51 mm  270     
R24        270              R0603            SMD0603                         -6.35 mm   28.58 mm  90      
R25        680              R0603            SMD0603                         -5.08 mm   16.51 mm  270     
R26        270              R0603            SMD0603                         -2.54 mm   28.58 mm  90      
R27        10               R0603            SMD0603                         -34.93 mm  41.28 mm  270     
R28        18k              R0603            SMD0603                         -33.02 mm  38.10 mm  270     
R29        100              R0603            SMD0603                         -29.85 mm  34.93 mm  90      
R30        2k               R0603            SMD0603                         -31.12 mm  41.28 mm  270     
R31        20k              R0603            SMD0603                         -34.93 mm  28.58 mm  270     
R32        20k              R0603            SMD0603                         -33.02 mm  28.58 mm  90      
R33        10k              R0603            SMD0603                         -38.74 mm  41.28 mm  90      
R34        20k              R0603            SMD0603                         -40.64 mm  41.28 mm  90      
R35        10k              R0603            SMD0603                         -40.64 mm  28.58 mm  270     
R36        20k              R0603            SMD0603                         -38.74 mm  28.58 mm  270     
R37        100k             R0603            SMD0603                         -92.71 mm  38.10 mm  180     
R38        100              R0603            SMD0603                         -89.54 mm  36.20 mm  0       
R41        0R1 - 2W         R2512-2W         SMD2512                         -112.40..  46.99 mm  0       
R49        10k              R0603            SMD0603                         -52.71 mm  31.75 mm  270     
R50        10k              R0603            SMD0603                         -57.79 mm  43.18 mm  270     
R51        1k               R0603            SMD0603                         -85.09 mm  43.82 mm  90      
R52        1k               R0603            SMD0603                         -73.03 mm  46.36 mm  270     
R53        10               R0603            SMD0603                         -85.09 mm  40.64 mm  90      
R54        10               R0603            SMD0603                         -73.03 mm  49.53 mm  270     
R55        120              R0603            SMD0603                         -67.95 mm  41.91 mm  270     
R56        120              R0603            SMD0603                         -71.12 mm  41.91 mm  270     
R57        1k               R0603            SMD0603                         -78.11 mm  49.53 mm  270     
R58        10               R0603            SMD0603                         -80.01 mm  49.53 mm  270     
R59        120              R0603            SMD0603                         -74.30 mm  41.91 mm  270     
R60        1k               R0603            SMD0603                         -84.46 mm  48.90 mm  270     
R61        10               R0603            SMD0603                         -86.36 mm  48.90 mm  270     
R62        120              R0603            SMD0603                         -77.47 mm  41.91 mm  270     
R70        1k               R0603            SMD0603                         -34.93 mm  20.32 mm  90      
R71        120              R0603            SMD0603                         -40.01 mm  17.15 mm  270     
R72        120              R0603            SMD0603                         -30.48 mm  17.15 mm  270     
R73        120              R0603            SMD0603                         -28.58 mm  17.15 mm  270     
R74        10k              R0603            SMD0603                         -37.47 mm  8.89 mm   90      
R75        10k              R0603            SMD0603                         -35.56 mm  8.89 mm   90      
R76        10k              R0603            SMD0603                         -33.66 mm  8.89 mm   90      
R77        10k              R0603            SMD0603                         -33.02 mm  20.32 mm  270     
U2         NCP1117DT33T5G   NCP1117DT33T5G_0 DPAK-STD                        -56.52 mm  20.83 mm  0       
U4         TJA1050T         TJA1050T         SO8                             -21.59 mm  19.61 mm  180     
U5         TCMT1103         TCMT1103         MINIFLAT4                       -15.88 mm  22.20 mm  0       
U6         CPC1017N         CPC1017N         CPC1017N-CLARE                  0.00 mm    22.23 mm  180     
U7         TCMT1103         TCMT1103         MINIFLAT4                       -12.07 mm  22.20 mm  0       
U8         TCMT1103         TCMT1103         MINIFLAT4                       -8.26 mm   22.20 mm  0       
U9         TCMT1103         TCMT1103         MINIFLAT4                       -4.45 mm   22.20 mm  0       
U10        MCP6004-I/ST     MCP6004-I/ST     SOG.65M/14/WG6.4/L5.00          -36.87 mm  34.50 mm  180     
U11        L6205PD          L6205PD_0        POWERSO20+FORI                  -103.51..  36.20 mm  90      
U13        MCP4661-503E/ST  MCP4661-503E/ST  SOG.65M/14/WG6.4/L5.00          -62.82 mm  37.26 mm  0       
U14        MCP4661-503E/ST  MCP4661-503E/ST  SOG.65M/14/WG6.4/L5.00          -57.11 mm  37.26 mm  0       
U15        MCP6004-I/ST     MCP6004-I/ST     SOG.65M/14/WG6.4/L5.00          -81.24 mm  43.61 mm  0       
U16        MCP6002-I/MS     MCP6002-I/MS     SOG.65M/8/WG4.9/L3.00           -70.19 mm  47.08 mm  180     
U17        SN74HCS365PWR    SN74HCS365PWR    PW0016A-TEXAS                   -35.56 mm  14.61 mm  0       
